name,id,start_date_local,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,max_speed,average_heartrate,max_heartrate,average_cadence,kilojoules,start_lat,start_lng,end_lat,end_lng,map.id,map.summary_polyline
GARMINNNNNN,14359767920,2025-05-02T19:31:36Z,12884.7,4644,4691,71.0,2.774,4.68,157.2,187.0,85.9,1434.1,30.64,-97.68,30.64,-97.68,a14359767920,we`zDxqdsQDnAH\HDb@ADJLB@NDDLOT@h@ELFBLCb@HtCFPXV@HKGUCH?XH_@a@IYCaCBg@CSOIk@HWCE?GNC?EUM@CB@`@DHjAGdFCVGx@Cr@DHC@KC{CC]oDFOCKMIg@Ei@GiCKy@IiAQe@i@w@KUGu@q@aDMy@Me@qBq@mAUMOQg@m@]Wg@QSgBaAcAu@oAw@c@[CE@IZEhAw@b@GTITO|@[r@K~CcAV[NG^Gl@Wp@Ef@_@~@Sb@?vAGrBFlFBnBEx@@xFEHEMs@VWTO~Ai@pCs@l@St@QR?XIbA@f@O~@Ix@@`AIbD?l@Dl@Eb@LF?BI?UEkI@o@EwE@yBGsAO{Ay@cF[qAIESBsAj@YFUTgAPSHONGA?IZ]BICEE]Fi@AKc@mBYcBCWBe@IMWIO@{Br@u@Ik@NCJNh@?J}C|@OHOTK\?\z@jEFBXQe@PN`@PLbCVTJFF?JCPMRO\QdACnABnBE~@MlAYpASd@GjAQpAAv@SNaAf@]|@CRIJ{Ah@GFERMF@ZIZAJDb@R~@?JCHcKJgACYJoHA_A@}FbB[MIAQJCJ[PoCz@u@Lu@Te@XqA`@]X_@JI?{B_Cu@gAoC_DAI@K`@k@@IGQUe@oAyBkAeB[eAaAkB]cAYm@?OzCcCJERDlBtDRGj@c@LM@Iu@cAKIMCq@DSCOKMSGEe@ZSBcAz@w@f@GPFNPTt@hBl@lA\fAh@r@bBvC^t@DZAHa@b@?N~AvBh@f@t@`ApAxAn@p@bAp@DH?Je@MI@t@d@FJk@UG?i@v@g@l@AN^ZNTh@hAPv@v@`Bf@pCDl@PVDNZnDF`Dd@nELfBPnA?LDXJf@Br@AjBJ\d@f@HRThCCROZ@P^l@HRARM\I|BGd@GP_@l@q@x@ITDZPd@BPc@\Y^iAbAYHu@d@aC@aBNe@Cq@FaAG[Fe@AYFm@Bg@C_Ae@K?ADZ@r@Xj@Bb@AXG^@bBIvA@nBOzABb@Eb@Yf@SlAoAp@c@AQSw@AWHO~@qALWH]LmABeAHU@]CQc@o@@MJY@_@WeCIU_@a@K_@GgDKiAQeAq@mHIoDYcDCUQWEQAYa@iC{@sBCIG?EH@jABXR^\nACh@c@lA@~AEXDl@?nDBpCJrDCXDPVJ~A?
Recovery Miles,14370261884,2025-05-03T19:19:13Z,11749.2,4326,4383,50.0,2.716,3.64,153.3,168.0,86.1,1371.2,30.64,-97.68,30.64,-97.68,a14370261884,g}_zDdwdsQxDGv@@@aDCc@kDHQCMKO_BGsBWyCIU_A}AEm@m@{CW_BOOgA_@m@Os@GMG_@u@m@_@a@s@y@k@o@Wk@k@mBgAg@a@kCsCq@eAwBaCQ_@BI\e@@QEO[q@sA{B}@mA_@oA{@aB[cAa@}@?KpCyBb@GJHbBlDFAr@i@VYY[Qa@SQOAw@HUK]c@QJ{BhBe@VCHt@rB~@bBZfAhCjEd@|@B\a@h@@Pz@fAjFhGz@r@b@TDHEHC?[OIBv@j@@Hg@WI@kA~AGH?Jj@l@j@lALn@~@pB`@tBDx@BHRR^lE@xAD~@RzA^vE^|CD`A?zAL^^b@JTD|@NdACVK^?JBN^n@@NKd@CnAGr@Ih@c@r@q@z@IR@TX|@AHa@Z_B`B_@Jk@\u@FcACeBN_C?eAFe@AQFc@ZADBPS[EUi@Io@Y{@MuBB{@OQIy@s@SI]AmAPg@VMPIXc@l@Sf@WTM\UPSh@Kj@CVD`@OTAJR|ELr@X`@A\Db@In@NlARj@Zl@P~@TVd@jANNTrCAXe@f@CN@ZJv@H`AC`CK`AJhAe@|BOjBY|@w@~@a@j@O`@ETi@dAg@`@a@r@e@\IN?JBJd@p@CJo@l@a@n@Ox@D`@Cv@Od@g@z@Ol@CtAEd@Ht@ARHz@G`AJf@Ib@A|@Wb@ALBt@BPDCPcAX_CBk@Ae@YmCAgAHmAR_Ad@w@Gq@BYAo@Lw@f@s@l@k@AIe@w@@Oz@aAP_@^[j@cAXu@jA}AT_@Z_ALcB\kB@UIy@JaAAm@ByAC{@Q_BBId@g@BO?g@M{@Eo@S{@Wm@[YYkAYa@KYOu@Ci@Hq@EYBYa@k@Mm@Im@KsC@_@R]Cw@Lw@Pg@NMHQ\_@Vg@^c@Pm@j@c@z@S^Ab@BXPl@j@p@Tp@BdBAl@H`A\b@B|@I^Br@IjC@dBMzA@f@Gh@Yd@OhAkAr@c@BQQkABS`AsARe@LcAFcBJYBYGOWWKY@MJYB_@QwAAk@Ua@Y_@GW?iBEq@WuB}@}IEyCUeCOc@OUYUUi@CCWPWn@CVB~JFjB@bE\PrCDxEEXCBOBo@EmBYqA
Desires,14377239251,2025-05-04T09:10:34Z,21192.0,7069,7204,134.0,2.998,4.3,165.9,196.0,85.5,2456.7,30.64,-97.68,30.64,-97.68,a14377239251,cf`zDzodsQNt@?rAJ\p@TL?FXJOdAGNJHnEn@z@d@D?XHBZ_ADk@IaEBkB[}CA{A]yDgAuB[cC_@yASwAiBo@uAUc@w@q@e@e@w@eB_AiBwAQEKJ_@Ux@z@q@[wAnBj@t@j@nAH|ChAlBC^a@`@Y`A@lJLrIVL~@@hIEFm@A}Bu@uDLaAh@s@AaA]C^KNR?n@u@r@Ih@@n@r@rCJzDRHfFEbDOxA??cEwDF[OMeA[wGgAsBuAyHsBy@kAOg@{@e@Yi@}@}GgEII@Kd@KzCyAzFyAb@a@nFeBd[AJOKk@NWrHqCrGc@fHEhCJ@qEOeRa@oDgAsFaDbAqFzAy@f@{@~@q@hCCnG}@rE]bDFv@GLc@JT`Dc@XyDfAK\JjAmJHcLCmANoF~Ai@MY\sGhBoBz@]Xi@NBLt@b@FLGDc@I|@l@GFm@]wApBh@p@r@xABlCTj@^|BH@Rf@`@\Xn@P`BLrEpAlMBhCHZn@`AV`CSdAj@jAMf@KdCKj@{A~BP`B_CvBcAh@e@HeEJyEBiAJi@E{@_@s@I_C@s@KsAcAs@KwAVg@ZKf@s@hAeAlAYfA@~@Ut@TrELv@\b@EfBJhAl@zARbAjAvBVxCCRg@n@TvCC|BIbAHtASz@UdCa@tAyArBkA`CsB|B@Pd@dAy@z@]n@IhCs@|AOn@G|BP|BK`AJj@MfBUf@FvAg@v@]NSj@uAv@Yx@{@Zk@lACd@{DtE_FpFqAfAkHvE}DsC}A_A{@UyAO[UgAmD@W^M`A?jEoBrD_DxAuCeBtCuDdDuD|AwALSTv@zC^n@jC\~G|EL@fIgFnEwEuA_F_AsAo@}BWa@@IRT~@pCt@jAnAhEPJlNePx@qA`@cCTeC[qD?cBRiBl@iAEwBDc@h@eAr@k@?Mc@s@@Sl@q@Vm@|@_Ax@iBvAyBVw@n@iEGwAJ{DUaDl@{@S}Ck@yA_@i@q@cBOk@MgADqBe@y@]mEBw@N]AcAXgAzB}CNk@f@[bBYd@Jz@~@b@NtDDd@F~A`@|CQ|BBdBOnBD|Ao@dCyBKmBzA_CRiBAw@Lo@e@gAL}@OcCy@uAGkD_@cCq@iHGaDa@}EYg@a@gDeA_CEfBb@pA?bBWlANrTRLnCBdFCZO
Light,14386232113,2025-05-05T09:57:35Z,13215.8,4653,4717,92.0,2.84,5.08,157.2,189.0,86.4,1557.0,30.64,-97.68,30.64,-97.68,a14386232113,ye`zDpqdsQFjBn@JDNP@DXJSfAGLHDVGr@DvAFr@l@v@RDT?@VFD@WTe@Dc@GuBAaADeB]eEGoCUeCcAiBGq@eA{FQOiA_@eB]MK[q@i@[_@q@kBgAsB{AUFa@OFHl@^BJE@e@YI@oAdBANb@b@Zh@Xv@Jf@x@dBh@vCBb@\n@Z~C@hDTlB`@bFVfBHbA@bCDPh@p@JVV|BCVM^ALHVRVHTIf@CjAOzAa@z@o@t@OZARTr@BTCHiAv@q@v@_@Jw@d@cC?_BP]GaBB_AHc@CQF]ASJL^\^i@k@GWi@Ko@[o@GoC?w@Qu@s@WMo@EkAPc@ZUn@u@hA_AdAM`@O|@?r@O\ALN~DLbAJTTVAZB^Gj@PvARh@Tb@T`AZ`@X~@RXVtCCTc@d@EPVxCCxBGx@JxA_@bBStB]dAmA~A[h@Qj@g@z@]Xk@x@c@ZC\f@~@KR{@z@KTMp@B\CfAq@zAQl@?~@GbAHl@?v@F\Kv@Jl@It@@`@[x@FhAAJg@v@]NEVKTc@Zq@Z[z@WN]?GDK^W`@CH@\KPkF~FkDbEiA~@cBdAc@RcBfAc@^v@o@zEwCdA}@nHiI`D}D~EuFVa@Le@TsAXoCE{AYcCFsBJq@Nc@b@m@Gc@Fe@Go@N{@h@y@f@c@a@u@AWr@aATc@XQf@s@p@}ArAgBb@uARqBVuAGuAHaABuBEaAS}A@Mf@i@@a@UgCi@yA[a@UaA]m@K_@QgABaBBOa@s@QaAI{BEW?w@PYAo@Fo@V{@NK^e@`@s@\a@Ro@FGXUxAYn@DnAbAb@J~DHz@Z`@JrAK~AE~IMd@QTQRCbBeBb@U?OQ}@@_@`AqAXk@R}BAc@Na@@OCKUYO_@?KNw@O{Bq@gAIYC_DIq@U}@i@cHMaAIcDYwDUc@Eg@i@uC_AoBG]m@wAo@w@pAmBN?^VFAy@o@AI`@PFA?IyAkAiE}EkBcC~DfF~C|C~B|Af@b@pBhA`@r@j@^b@z@t@HjBj@RLLTdAnFBf@`AbBLd@RjCHnBT`CB|@A|BH`DGl@Oh@EBGI[ESIg@q@MeA?eBGg@KGk@DWCKREUKAIKm@@GM?s@
Amazing HMP Workout,14400956086,2025-05-06T19:16:12Z,17040.8,5006,5085,66.0,3.404,5.08,173.4,196.0,87.1,1929.0,30.64,-97.68,30.64,-97.68,a14400956086,qc`zD|udsQFDDRHQfAEPLF|DDT\^]]GWGsBBw@EQMKi@FYAOPCWICGD?b@BDtHIl@GxA@BEA[DQ@a@EUAsAIEaDFUCMKMiAAsAWsDUs@u@sAGq@_@qBSs@KcAO]kBm@_AMSI_@s@k@][i@UW{@i@e@SmEaDmBwBo@}@_AaAyAiB@Q\g@A[mBkD{@qAe@wAy@yAw@sBEQ^c@zAkAz@]FFbEjIuAyCdAq@FOCK}@cAgAEs@c@SHw@d@u@HSJ_@XId@BJ`@z@f@vAn@lA\jApAjB`BxC?V[\GNBNhC`Dh@x@vBxBn@j@hBhAx@n@jB`AVZPd@j@\Zp@RJt@Hz@Rz@b@NXJz@V`AZ`BJ~@x@nALd@VfDFtBPlAF`AEhDJfCKbAGnDKrBBfASnBEp@@\@o@P{BHgGHy@Ce@Jq@Bm@KsBB}C[eEAaAYaEM_@}@{AEm@eAyFOQe@OmA]i@GYKKK[m@g@[Wi@}@q@w@_@eAw@wA}@}@u@iAuAw@w@a@q@gC}CEA|ApBhGxG`CzA`@^b@PfAp@b@r@h@^Vj@PP|@NfBh@PNNVN`ANb@`@|BHx@r@jARf@TtCHdCTbC@vAA`BJhCM~@OnG@jAWfC?lA?o@FyAJ_ALeIP_BIyA?{DCw@WeCA}@YkEM_@}@{AGu@WeBUw@UuAWWgBm@s@GSI]q@m@a@_@o@{BsA}DqCaAaAcB}BeAiAuAkBE?lEnFnBvBn@j@`CzAXZnBfAf@x@d@V^v@RLj@DtBj@RVfAnFJz@z@tAHVXvCF`CVtBBx@EhCL|CIn@GjCKvBF~AIv@Mp@C~AE?AUFk@Bw@LiA?qBH}B?oAL{ACoC@uC]uDGyBUkCSq@s@iAEq@s@cDMcAO[UMeBm@{@IMMWi@k@_@Sa@QUcAo@s@[k@g@cCaBaCiCy@iAkC_DGA`EzEjCtCtClBf@d@lBdA`@r@b@Vf@z@|@PtBl@PVz@lEJ^Hz@d@p@b@dAV|CHvBXfDEfCJ|CMhAOvFBrAMtBKt@ARBD?iALiAB]A{@NwGNuAIwBDu@?cBMiBf@BvCIJFJtCAl@EBuBA_@HeDFu@CcC@aFJaECSIEOKmECeLC{@BK?xDBnBCb@LtJ\LzCB~CC
Recovery,14407604196,2025-05-07T11:29:43Z,11592.9,4138,4271,50.0,2.802,3.76,148.5,166.0,86.3,1352.5,30.64,-97.68,30.64,-97.68,a14407604196,ie`zDxtdsQDFFBX@DB@HPBBZLS~@ERJBNCr@J|BBNHNTNAH@E][GUE{@@gBCWOMq@BQCGDELCAAMEIK@Ab@BFvHEzAKj@BDC@g@CUA}BEGeDHSCKKMs@O{DS}B]q@k@y@Cq@IUQiAm@}CMM{Ak@iAOQGc@y@e@WSi@QQcAk@k@Ua@a@_CyAo@k@iAqAa@a@mB_CyAoB?K\c@@OCQYm@aAeBsAsB[gAs@qAe@qA_@u@AKFKhCqBXQD?Zb@`DxGZf@FAQQuAiCBKDEhAw@?IYUg@q@KCcAE[W[IMFqB~Ao@^CH\v@Nj@hAvBZfAjBrCfAxBBJ?P_@f@CD?JpCfDZf@r@n@~@jAh@f@z@j@DHCHc@OCDPNf@X@DC?g@UG@uAnBDFb@`@`@x@N`@Nr@x@dBd@nCBf@T\DVVdCDx@DpCRzADv@Jx@HtATxA?JFTDh@B`A?vAJ^l@`AVdCANSl@BJd@t@BPOf@?p@IjAKh@Ud@u@`AOZ@TV~@CP{@p@}@|@e@Ng@\_@HeACiCR}ACs@?gAD_@Fg@Bm@Ge@Ua@Ke@EaBDmAQ_@Su@o@SEk@A{@Po@ZEFETWb@a@j@[\OZUTQ`@K`@Cf@Bb@OREZRzDNdA\n@AVBZEx@PpAJXXj@XdAXb@\|@R\L~BDVEPc@h@AJNxAD`AA`CI~@FlAYvAQtB[bAMT_AfA]j@[z@c@p@ONQHg@~@c@^ARBLZn@@??C_@k@CQDId@g@Xo@\UPSbAoBzA{BXs@F]J{A\mBGmAHy@BaCGkAOqAEID@h@i@DICy@G{@?]COS[[w@]e@UiAYc@KUSsAB_ACa@@W_@k@O_AIgBGa@C{@@IN]@eAJe@Pk@RQl@w@N]Zc@Nc@HOb@YnAUb@@VHbAr@t@TlABzA?ZF^TXHXFl@CfBQlA?~@BfBO|A@d@Ch@]n@QlAqAj@_@@MU{@AMBW`AuAXq@TwBAY@MLY@UEOY[K]Ns@Gy@Gk@Eo@IQ]_@IUCW?eAQeCSwAs@qHIyC[mEUc@]wBAWOi@w@mBICCL@xAHXPTXlAGh@[x@Ef@BjA@nBArBHbFA~@Bl@Ad@JJLDxDD~DCJCBCDq@A_@
Running Off Soreness,14417217550,2025-05-08T10:12:25Z,11271.8,3890,4079,46.0,2.898,5.2,155.0,179.0,84.8,1311.8,30.64,-97.68,30.64,-97.68,a14417217550,{c`zDludsQBFL?BD@NBDFQlAGJJBJGv@FbBFj@DHTRDLJHd@DDBBZB@Z}@D[OcC?qAFeAKoBMw@CkBYuDI[y@uAIUEo@WuAYmAKy@Ma@MIiBm@}@KMG_@q@g@]g@w@eAq@g@SWWyByAw@o@}@aAW_@e@c@iDcEWc@DQPMJS?KEQ{AqCmAkBSw@_AgBa@iAc@aACKDIbCmB`@SJ@b@t@tC`G`@r@a@o@}@cBGS?GFGlA_AAC_@_@a@e@WEw@BQKUWMEQFiBvAs@b@EHHXR`@Tt@dAvBV|@z@nArBpDHZAJc@j@?DHP`AdArBrCnArAhAbAf@\LNCH_@MGBJJh@ZBDADi@WI?[h@u@|@AFHJ^\HLb@bANp@|@jBb@zBDv@FPR\XbDH~Dh@bFL|A^jC@zCBNDJ^^N^Dr@NpAAVMZAJd@`A@VKZ?h@Ev@Gn@IZ[n@o@t@KVARNh@D`@}BxBa@NWPe@RaCB{ALUCwB@_@Ri@l@g@Lc@i@AKEIi@Ie@WgAIqB@{@M_@Um@q@g@Ie@Dy@Rc@XGFI`@a@j@MVg@f@IRQJUn@Mh@Bz@Q^BzAP|CH\^`@C^B\Gz@Nz@Pn@Xj@J\BXDLFHLH\`AVb@FfAPvAGLa@`@CH@b@L~@Dz@Ct@@`AIfAFbAEb@UhAOfBI^Wt@eApAW`@a@dAg@z@[T_@l@q@r@CJFVGSFOp@y@N[ZUPU^o@To@Xi@|@gAR]Xw@TiCXsAGmAFaA?eABs@EcAIg@Ew@JU^]@WQ{A?g@EQQ[[{@SUKOS_AWe@Qo@Mw@FaACYB]_@k@GOGk@MgBEaBBUNSAw@\}APMN[XYt@kAPk@d@]x@Sb@E`@DhAz@n@RbAFjAG|@Jh@Zn@F`@@f@InACbBAb@BnBQ`BBXEh@[j@Qx@}@j@g@ZQ?KQy@ASBQx@kA^{@PkB@k@FWBYGQSWISAQJYD]OwAEk@o@_AIUAqAGkB[yBOuBIk@IiAKm@Ee@CuC]{DCQSYEm@UaAAa@Mi@[y@a@u@Ic@@v@Cz@BXZj@TdAEh@_@hAAJDvLD|@?~BBd@AZ@HRHzCD|EGHBHCDO?]AsBKu@Uw@
Finish Strong,14425914052,2025-05-09T07:24:06Z,19476.5,6302,6564,139.0,3.091,4.52,157.7,193.0,84.2,2301.8,30.64,-97.68,30.64,-97.68,a14425914052,ue`zDvrdsQLfAz@ZDVPQ|@CRHNrEd@n@r@L?XFBZwAG_DDoB_@uECgBYcDiA_CEq@aAeFW_@gBo@mAQ]q@g@[e@y@iBcAaEqCKYn@A^[vB{@bG}Ad@c@dCo@jBs@d[CDIK{@Xk@jGmBhAa@tOM~BLDkEKuQe@cEcAgFa@AgDdAe@IMg@Ay@y@wE?q@_@UqBH{Bh@GNNl@CJyCv@[XO^?d@bAjFd@TtBXFr@a@vB@lDGhBy@nD[vDW\_Ab@a@xAo@\NvAMZkA\El@Nn@GLcKJwNGkBn@iCp@q@f@gG`BcCnAq@RcIgJ?W^k@Kg@eDwFQs@aAgBa@wAaAg@RAN[hB_B|@a@\^xAxCxA}@AQ_AaAmAG{@c@sDnChArCp@nA\jApAnBvAlCD`@_@h@BRrG|HnB|ADNGFc@Mz@p@y@SsArBt@v@pBbFf@nC@d@Zl@ZpDBzCvA~MBvCv@xAVbCOdAh@fAOl@A|@QdBWl@cApAA^TjA}BrBcAl@i@JiDDaBf@w@~AcBUo@e@c@w@qA]{@MmB@eAOgA}@YK_@E_AL}@d@cArB}@bAUb@Ox@@|@Qb@PfEPdAZd@GhBRvAh@lAT`AX^n@|AVxC?Ji@h@CPTtCC~BI~@HtAYnASdCW|@aBvBYx@m@bAa@\[j@s@r@@Xb@|@sAfBMn@@xAeArCGdCFf@DnAG|@Ln@KzAYp@HdAG\c@j@]RMb@SRgAj@[v@u@Rk@nA?`@ILoKxLwAlAoHvE_HyE{@UeBW_@s@]cB[i@cAdAWhA_@F`@GRgAb@m@ZOT\ThAv@tAvCd@pEbDdAp@N@rIoFrEaF@GM@KMo@{BGGANz@|BPHNKhOqQVw@j@qEA_A]_EPcCHc@j@{@GkBJcA`@m@x@s@e@y@CUhA_B`@YjAcCzAuBb@sANkBZ_BIqAHqDW{CFUd@e@Bc@S_Cm@eB]c@WaAk@sAOu@F{Bc@u@Ig@U{D@c@P_@HcBRq@nBkCVq@f@]l@OfAAhA|@l@RdEFfBj@`EUjBFfBS|B?hAk@fCyBQcA?a@vAaC`@wEa@eAJcAOcCw@yAQcF_@eBk@wFGoE[kD[y@k@wD_AmBEF@bBVf@XzAEf@]|@J~T\TzCD
Graduation,14449465890,2025-05-11T11:40:45Z,14498.6,4309,4416,71.0,3.365,4.92,176.6,197.0,84.6,1711.3,30.64,-97.68,30.64,-97.68,a14449465890,ye`zDjqdsQDv@Lz@d@TTBDVLQ`ACPJBLGf@PxCl@v@f@DF^D?@QNc@Fm@GqBByD[cDEeBQuCMs@aAaBCi@cAyFIOUMaBi@iAOc@y@k@]a@s@gBcAq@m@aCyAsCyCaEeFAQ^i@Ec@aCeEi@u@a@mAq@oAW_Am@sAzCaCXKrB~DdA|B`@h@GWUOiA}BpAaAAKq@_AWM}@DWMW[UAMFuAnAcAl@?P`A`Cx@zAZfAh@v@bCdEDRCRYXGL?FJTjDdEj@h@tA`Bd@b@fBhAz@p@^LpAx@d@x@LLRH`@r@PJ|@NbBf@VRl@vC`@rCbAhB`@`H\fDCpDBoD]kDGoBSwCOe@y@{AEo@IU{@_FOO_@QkA]gAMIIYq@i@]_@s@sA{@_@MmDeCiAgAc@m@g@g@_EyEGQBED?BTJPdD~DlBxBp@n@h@\DFCLa@OE@x@j@?DC?e@UM?qAjBFN`@`@h@`AVbAx@dBJ`@`@xCT^DNZpD@dDb@tDNlB`@rCDt@AxBJ^^d@NZTbCMj@CPf@z@@HAXIV?^MjBWx@aAjAKR?^T~@ALm@f@oArA{Aj@qB@kBPaBEqBDiANs@Gu@_@w@IyBD{@QWOm@o@]MyAFy@d@gAvB_@\c@r@]bABbASZCVN~CJ`AFZ`@l@ETBb@Gf@LhAJd@`@r@P`AZb@b@lAHJm@uAS[WeA[i@Og@OiAH{@?m@a@y@Mo@WaE?QR_@@kAXgAx@_At@iATs@d@_@~A[j@Jv@r@|@ZbDBh@Fd@Vp@JlAKtAEzBAjBMzBArAe@|AaB\QDOQeA@YlAkBLe@Hy@F{AJUBYGQ]e@COPy@SoB?[q@}@GUG{Cc@mDMyBc@oECaCY{DYg@Aa@k@yCy@eBMo@Uk@]s@WUPPp@rARx@~@rB`@bCB`@Zv@X`DDzCTlBd@nFV~AFdAA`CHTp@bAVdCALOt@f@`A?PK\?v@QhBQd@kAzA?HjAgBL]PqB?g@La@@SEOW_@IYNy@QaCGOk@y@GUAcCa@sCy@qIEyCYkEWe@Go@c@eC{@mB[kAUg@C@`@t@FZBbACh@F`@AZb@z@FXAb@a@pABlGAxBJtHXLdDDjFMn@D`ECgBB
Kobe,14457585175,2025-05-12T10:13:29Z,13260.5,4642,4781,70.0,2.857,4.84,160.3,187.0,83.7,1552.1,30.64,-97.68,30.64,-97.68,a14457585175,qe`zDbrdsQ@lALL`@FDLPDDVJQdAENHFVCl@DzAFt@h@t@h@FD\DA@OPi@Di@KoCBmCKqBK_AEiBUeDSq@w@mAEm@gA_GQOkBq@w@GMGe@w@g@Y[q@}@m@y@]i@g@sCkBkCuC_AoAuBaCEY\c@@QCQcB}CiAcBa@sAq@oAg@uA[k@CKHOvC_CLCJDTXDVpDhH}A{ClAcA@K[Ya@o@MCg@HSEOE]]OEuB~Aw@b@CH~@fCv@vA\jArCrE^x@BPCJKLMBGPBTdHrId@b@x@d@@JED_@OGB~@p@k@SI?_AlAU`@h@l@b@x@Rh@Lj@t@~Ab@lCDl@TXBL\lDD|Cf@xENnB\nBD|@@nCv@lAXfCANQd@?Pf@`A?LM`@KlCUt@mA`BAXR~@AP}BrBwAp@uB@iBNeBCkADKFm@dAOBm@q@EUa@Ck@[q@KsC?q@QiA}@}@K}@Pu@^Kf@s@jAe@`@ITWPWv@En@@`@O\CRBdAVnDHX\b@C\DZIn@NtAHT^n@Lz@f@t@Rp@T^F~@PtA?Ri@f@EPRxAD`ACzBIdAFjAY|AO`BGb@[bA}ApBYz@e@t@e@^c@r@m@n@?Pd@`A_@\u@fAIl@Dd@C\@^{@bBMh@A|AG^Hn@ATDb@FXIv@Hn@Gn@Av@Yf@FpAe@x@a@RSp@YV{@ZWx@GDWJ[DQd@W^Ad@EHwFjGKVDAVe@|BsCtAsA`HgI^m@D[IiAVk@V]LkAC}@YqD?{@Hu@PcAf@s@Eg@Bi@C_@NaAb@u@j@g@?Ka@m@EQHOr@u@Tg@^Wp@mAb@gArAcBVs@PmB`@mBI_BLkDEmASwADQf@i@Ak@M{@As@iAyBKYMu@e@}@WsAJcAC[DS]i@K[SgBKqBBe@PWCs@Fe@Rw@tBqCVu@`@WbAUj@CVFbAx@t@TjCBr@Ft@Zj@HtDO~B@pAO~B?t@a@\KxAwAj@c@?USq@@]JWv@aAXs@PkB?e@Ls@GSa@w@Rw@SoCo@w@MY?iBEqAc@_D]eEQeAEqCYmEWk@e@{CKe@u@iBKCCvA@Rr@zBA\a@bACX?vCDdAAxBFxC?zDDJPJvCFhEE~@Ir@HDICq@BaA
Won’t Stop,14467837060,2025-05-13T09:13:32Z,12883.8,4586,4693,60.0,2.809,5.625,155.5,173.0,83.1,1527.9,30.64,-97.68,30.64,-97.68,a14467837060,ue`zDpqdsQBf@J\?l@ZHLJP@BVBAJOdAELHDTAt@H|B\f@DLVN\@D^\wAIyDBsBGwAO}AGkBS_DQi@y@sACg@[qBUy@[{Am@[sCs@c@y@g@UUg@QScAq@c@Q[Y}B{AmAcA_HkIAKBKX_@?WGU}AuCiAcBYaAy@{AcAeC@SzCaCTAd@x@rDpHIWY_@aAuBnAeAm@aAOMo@@[AQI[]KA_@RkA`AgAt@DXp@bB~@fBZfAlClEb@x@D\_@f@CLDJbHlIr@l@j@\?Pe@OJPl@b@EBo@WuAhB@Jh@h@j@nALf@z@lBLb@Dh@VlABh@PTFZZ|CH~DTjCXhCDt@ZxBDzA?bAJXl@|@VbCCVOf@DN\f@BZKd@G`BQhA]n@{@hAAPXnAgA~@w@|@a@Lk@`@YFgAEgCNa@CoB@eADaAFMFALLT`@^]Ya@m@_@Kc@UeAKgABcAEm@OuAeA{@Ay@Lg@ZGFMl@w@jAWROZUT[lA@|@QZAJ?`ANfCPdA^f@CXBXGr@NfANh@Xj@TbAb@l@f@rATxCAPa@`@GNRxA?~DGdAFlAWfAWlC[hAe@n@[X]f@[z@e@z@g@`@Yh@o@j@GL?Rd@r@a@o@AQz@cAN]VQX_@^s@\_Ab@m@j@o@NYX{@P{BT}@Fe@GeADw@DeCE{@QcBj@q@@e@SiCMMa@gA]c@Q{@_@s@Mg@M{@F}@Ac@@Wc@o@Mw@UcEBQP]AcA\mARQh@u@p@cATq@f@_@pAUt@F`A~@h@NhABnB?VDb@V|@LlDQpB@jBO`BBTCp@c@^MdB_BZOBQSeABWJW|@kALWF[LaB?i@J[BSi@cA?KLa@@[QyACg@m@{@GSEsC_@mC_@gFQ}AIwAAcBY{CG[S_@OsA]gBu@aBOo@i@qAMSe@a@AEZm@v@cAr@XBE}@o@?CH?\PDGCIkB{A}@gA[WgEmF|D|EtBbC^ZtCjB^^`@NfAp@PRTd@j@^b@v@v@LnBn@NFJRfAlFDn@fAvBXtCDxB\rD?pBC\H`CAr@CNO\C\G?E[]CUMEMWUKWGuA?_BEOIGs@DQCMRCUKEEH?b@xB?{CBOC?EASDS
